Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (1 t);Høyeste middelvind (1 t);Høyeste vindkast (1 t)
Hamar - Stavsberg;SN12320;22.12.2023 23:00;-5,3;6,5;9,5
Hamar - Stavsberg;SN12320;23.12.2023 00:00;-5,5;6;8,5
Hamar - Stavsberg;SN12320;23.12.2023 01:00;-5,6;4;7,6
Hamar - Stavsberg;SN12320;23.12.2023 02:00;-5,6;4,2;6,8
Hamar - Stavsberg;SN12320;23.12.2023 03:00;-5,7;4,5;6,7
Hamar - Stavsberg;SN12320;23.12.2023 04:00;-6;5,1;7,4
Hamar - Stavsberg;SN12320;23.12.2023 05:00;-6,5;5,2;6,7
Hamar - Stavsberg;SN12320;23.12.2023 06:00;-6,3;4,7;6,3
Hamar - Stavsberg;SN12320;23.12.2023 07:00;-6,2;3,6;5,7
Hamar - Stavsberg;SN12320;23.12.2023 08:00;-6,1;3,9;6
Hamar - Stavsberg;SN12320;23.12.2023 09:00;-7,3;3,4;5,2
Hamar - Stavsberg;SN12320;23.12.2023 10:00;-6,8;4;6,1
Hamar - Stavsberg;SN12320;23.12.2023 11:00;-6,5;3,6;5,6
Hamar - Stavsberg;SN12320;23.12.2023 12:00;-6,2;3,6;5,6
Hamar - Stavsberg;SN12320;23.12.2023 13:00;-5,9;3,4;5,1
Hamar - Stavsberg;SN12320;23.12.2023 14:00;-5,9;3,1;4
Hamar - Stavsberg;SN12320;23.12.2023 15:00;-5,6;3,2;5
Hamar - Stavsberg;SN12320;23.12.2023 16:00;-6,2;3;4
Hamar - Stavsberg;SN12320;23.12.2023 17:00;-6;3,4;4,8
Hamar - Stavsberg;SN12320;23.12.2023 18:00;-5,7;3,1;4,3
Hamar - Stavsberg;SN12320;23.12.2023 19:00;-5,8;2,1;3,1
Hamar - Stavsberg;SN12320;23.12.2023 20:00;-7,7;1,2;1,7
Hamar - Stavsberg;SN12320;23.12.2023 21:00;-8,2;1,8;2,8
Hamar - Stavsberg;SN12320;23.12.2023 22:00;-8,2;3,2;4,7
Hamar - Stavsberg;SN12320;23.12.2023 23:00;-7,5;4,2;5
Hamar - Stavsberg;SN12320;24.12.2023 00:00;-7,8;3,2;3,9
Hamar - Stavsberg;SN12320;24.12.2023 01:00;-9,6;2,2;3,6
Hamar - Stavsberg;SN12320;24.12.2023 02:00;-11,3;1,8;2
Hamar - Stavsberg;SN12320;24.12.2023 03:00;-11,8;1,4;2
Hamar - Stavsberg;SN12320;24.12.2023 04:00;-11,9;1,6;2,1
Hamar - Stavsberg;SN12320;24.12.2023 05:00;-12,4;1,7;2
Hamar - Stavsberg;SN12320;24.12.2023 06:00;-12,3;1,9;2,2
Hamar - Stavsberg;SN12320;24.12.2023 07:00;-14,1;2,7;3,8
Hamar - Stavsberg;SN12320;24.12.2023 08:00;-15;2,7;3,6
Hamar - Stavsberg;SN12320;24.12.2023 09:00;-14,3;1,5;1,8
Hamar - Stavsberg;SN12320;24.12.2023 10:00;-14,8;1,6;2,2
Hamar - Stavsberg;SN12320;24.12.2023 11:00;-13,4;1,4;1,8
Hamar - Stavsberg;SN12320;24.12.2023 12:00;-12,1;1,5;2,3
Hamar - Stavsberg;SN12320;24.12.2023 13:00;-12,2;1,2;2
Hamar - Stavsberg;SN12320;24.12.2023 14:00;-11,2;1,6;3,2
Hamar - Stavsberg;SN12320;24.12.2023 15:00;-10,4;1,8;3
Hamar - Stavsberg;SN12320;24.12.2023 16:00;-9,9;2,1;4,4
Hamar - Stavsberg;SN12320;24.12.2023 17:00;-8,4;2,1;3,5
Hamar - Stavsberg;SN12320;24.12.2023 18:00;-8,3;2,6;4,4
Hamar - Stavsberg;SN12320;24.12.2023 19:00;-7,6;2,4;3,8
Hamar - Stavsberg;SN12320;24.12.2023 20:00;-7,1;2;3,5
Hamar - Stavsberg;SN12320;24.12.2023 21:00;-6,9;2;4,3
Hamar - Stavsberg;SN12320;24.12.2023 22:00;-6,8;2,2;3,4
Hamar - Stavsberg;SN12320;24.12.2023 23:00;-6,7;2,4;3,8
Hamar - Stavsberg;SN12320;25.12.2023 00:00;-6,7;1,9;4,4
Hamar - Stavsberg;SN12320;25.12.2023 01:00;-6,7;2,3;4,7
Hamar - Stavsberg;SN12320;25.12.2023 02:00;-6,6;2,4;4,2
Hamar - Stavsberg;SN12320;25.12.2023 03:00;-6,4;2,6;4,4
Hamar - Stavsberg;SN12320;25.12.2023 04:00;-6,4;2,6;3,7
Hamar - Stavsberg;SN12320;25.12.2023 05:00;-6,4;2,3;4
Hamar - Stavsberg;SN12320;25.12.2023 06:00;-6,4;1,7;2,7
Hamar - Stavsberg;SN12320;25.12.2023 07:00;-6,3;1,4;2
Hamar - Stavsberg;SN12320;25.12.2023 08:00;-6;1,4;2
Hamar - Stavsberg;SN12320;25.12.2023 09:00;-5,8;2,1;3,2
Hamar - Stavsberg;SN12320;25.12.2023 10:00;-5,6;2,9;4,5
Hamar - Stavsberg;SN12320;25.12.2023 11:00;-5,6;2,9;4
Hamar - Stavsberg;SN12320;25.12.2023 12:00;-5,7;3,7;6,1
Hamar - Stavsberg;SN12320;25.12.2023 13:00;-5,5;3,6;5,4
Hamar - Stavsberg;SN12320;25.12.2023 14:00;-5,1;2,6;3,6
Hamar - Stavsberg;SN12320;25.12.2023 15:00;-6,6;2,1;2,8
Hamar - Stavsberg;SN12320;25.12.2023 16:00;-7;2;2,5
Hamar - Stavsberg;SN12320;25.12.2023 17:00;-8,2;2;2,6
Hamar - Stavsberg;SN12320;25.12.2023 18:00;-8,2;1,9;2,2
Hamar - Stavsberg;SN12320;25.12.2023 19:00;-8,5;1,3;1,9
Hamar - Stavsberg;SN12320;25.12.2023 20:00;-8,6;1,2;1,7
Hamar - Stavsberg;SN12320;25.12.2023 21:00;-9,1;1,1;1,7
Hamar - Stavsberg;SN12320;25.12.2023 22:00;-9,4;1,6;2,3
Hamar - Stavsberg;SN12320;25.12.2023 23:00;-8,9;1,5;2,2
Hamar - Stavsberg;SN12320;26.12.2023 00:00;-8,6;1,6;2,7
Hamar - Stavsberg;SN12320;26.12.2023 01:00;-9;1,3;1,7
Hamar - Stavsberg;SN12320;26.12.2023 02:00;-9,3;1,3;1,7
Hamar - Stavsberg;SN12320;26.12.2023 03:00;-9,4;1,3;1,6
Hamar - Stavsberg;SN12320;26.12.2023 04:00;-9,3;1,4;1,7
Hamar - Stavsberg;SN12320;26.12.2023 05:00;-10;1,6;2,2
Hamar - Stavsberg;SN12320;26.12.2023 06:00;-10,7;1,5;2,3
Hamar - Stavsberg;SN12320;26.12.2023 07:00;-10,3;1,4;1,9
Hamar - Stavsberg;SN12320;26.12.2023 08:00;-9,9;1,6;2,3
Hamar - Stavsberg;SN12320;26.12.2023 09:00;-10,8;1,4;2,1
Hamar - Stavsberg;SN12320;26.12.2023 10:00;-10,9;1,5;2,4
Hamar - Stavsberg;SN12320;26.12.2023 11:00;-10,8;1;1,6
Hamar - Stavsberg;SN12320;26.12.2023 12:00;-10,9;1,2;1,6
Hamar - Stavsberg;SN12320;26.12.2023 13:00;-10,5;0,9;1,4
Hamar - Stavsberg;SN12320;26.12.2023 14:00;-11,8;1,2;2,2
Hamar - Stavsberg;SN12320;26.12.2023 15:00;-12,2;1,2;2,2
Hamar - Stavsberg;SN12320;26.12.2023 16:00;-13;1,1;1,9
Hamar - Stavsberg;SN12320;26.12.2023 17:00;-13,3;0,9;1,5
Hamar - Stavsberg;SN12320;26.12.2023 18:00;-13,9;1,4;2
Hamar - Stavsberg;SN12320;26.12.2023 19:00;-13,9;1,4;2,3
Hamar - Stavsberg;SN12320;26.12.2023 20:00;-13,8;1,1;1,8
Hamar - Stavsberg;SN12320;26.12.2023 21:00;-14,2;1,3;2,3
Hamar - Stavsberg;SN12320;26.12.2023 22:00;-14,5;1,1;1,8
Hamar - Stavsberg;SN12320;26.12.2023 23:00;-14,2;2,9;4,5
Hamar - Stavsberg;SN12320;27.12.2023 00:00;-15,4;1,9;4,1
Hamar - Stavsberg;SN12320;27.12.2023 01:00;-14,6;3,7;5
Hamar - Stavsberg;SN12320;27.12.2023 02:00;-13,6;1,4;3,4
Hamar - Stavsberg;SN12320;27.12.2023 03:00;-12,4;3,3;5,8
Hamar - Stavsberg;SN12320;27.12.2023 04:00;-11,2;4;6,7
Hamar - Stavsberg;SN12320;27.12.2023 05:00;-10,1;3,8;6,8
Hamar - Stavsberg;SN12320;27.12.2023 06:00;-9,9;2,6;3,5
Hamar - Stavsberg;SN12320;27.12.2023 07:00;-7,7;3,8;6,4
Hamar - Stavsberg;SN12320;27.12.2023 08:00;-8,1;2,4;3,2
Hamar - Stavsberg;SN12320;27.12.2023 09:00;-9,2;3,2;4
Hamar - Stavsberg;SN12320;27.12.2023 10:00;-6,6;2,9;3,4
Hamar - Stavsberg;SN12320;27.12.2023 11:00;-6,2;2,5;3,1
Hamar - Stavsberg;SN12320;27.12.2023 12:00;-5,3;2,5;3,4
Hamar - Stavsberg;SN12320;27.12.2023 13:00;-6,8;3;3,8
Hamar - Stavsberg;SN12320;27.12.2023 14:00;-6,9;2,7;3,5
Hamar - Stavsberg;SN12320;27.12.2023 15:00;-8,7;1,4;2,6
Hamar - Stavsberg;SN12320;27.12.2023 16:00;-8,9;2;2,8
Hamar - Stavsberg;SN12320;27.12.2023 17:00;-8,6;3;3,8
Hamar - Stavsberg;SN12320;27.12.2023 18:00;-8,6;3,1;3,6
Hamar - Stavsberg;SN12320;27.12.2023 19:00;-11;2,2;3,3
Hamar - Stavsberg;SN12320;27.12.2023 20:00;-10,8;1,1;1,7
Hamar - Stavsberg;SN12320;27.12.2023 21:00;-10,7;1,8;2,7
Hamar - Stavsberg;SN12320;27.12.2023 22:00;-10,6;0,9;1,2
Hamar - Stavsberg;SN12320;27.12.2023 23:00;-11;1,5;2,6
Hamar - Stavsberg;SN12320;28.12.2023 00:00;-11,1;1,5;2,3
Hamar - Stavsberg;SN12320;28.12.2023 01:00;-11,8;1,9;2,6
Hamar - Stavsberg;SN12320;28.12.2023 02:00;-12;1,7;3,2
Hamar - Stavsberg;SN12320;28.12.2023 03:00;-10,4;1,6;2
Hamar - Stavsberg;SN12320;28.12.2023 04:00;-11,3;2,9;4,6
Hamar - Stavsberg;SN12320;28.12.2023 05:00;-8,9;5,5;7,1
Hamar - Stavsberg;SN12320;28.12.2023 06:00;-9,2;3,6;5,6
Hamar - Stavsberg;SN12320;28.12.2023 07:00;-7,3;3,7;5,7
Hamar - Stavsberg;SN12320;28.12.2023 08:00;-6,3;4,7;7,7
Hamar - Stavsberg;SN12320;28.12.2023 09:00;-5,7;5,1;8,2
Hamar - Stavsberg;SN12320;28.12.2023 10:00;-5,5;4,2;6,8
Hamar - Stavsberg;SN12320;28.12.2023 11:00;-5,6;2,9;5,2
Hamar - Stavsberg;SN12320;28.12.2023 12:00;-5,5;2,3;3,9
Hamar - Stavsberg;SN12320;28.12.2023 13:00;-5,2;2,4;3,7
Hamar - Stavsberg;SN12320;28.12.2023 14:00;-4,9;2,1;3,2
Hamar - Stavsberg;SN12320;28.12.2023 15:00;-5,3;2,4;3,7
Hamar - Stavsberg;SN12320;28.12.2023 16:00;-5,6;2,3;3,3
Hamar - Stavsberg;SN12320;28.12.2023 17:00;-5,7;1,8;2,6
Hamar - Stavsberg;SN12320;28.12.2023 18:00;-6,5;1,3;1,8
Hamar - Stavsberg;SN12320;28.12.2023 19:00;-6,5;1,2;1,8
Hamar - Stavsberg;SN12320;28.12.2023 20:00;-6,6;1,3;1,7
Hamar - Stavsberg;SN12320;28.12.2023 21:00;-6,4;1,2;2
Hamar - Stavsberg;SN12320;28.12.2023 22:00;-6,3;1,3;2,4
Hamar - Stavsberg;SN12320;28.12.2023 23:00;-6,3;1,3;2,3
Hamar - Stavsberg;SN12320;29.12.2023 00:00;-6,1;1,7;2,4
Hamar - Stavsberg;SN12320;29.12.2023 01:00;-5,9;1,7;2,8
Hamar - Stavsberg;SN12320;29.12.2023 02:00;-5,6;1,6;2,6
Hamar - Stavsberg;SN12320;29.12.2023 03:00;-5,5;2,1;3,2
Hamar - Stavsberg;SN12320;29.12.2023 04:00;-5,3;2,2;3,6
Hamar - Stavsberg;SN12320;29.12.2023 05:00;-4,8;2,4;4
Hamar - Stavsberg;SN12320;29.12.2023 06:00;-5,2;1,7;2,4
Hamar - Stavsberg;SN12320;29.12.2023 07:00;-5,4;2;2,9
Hamar - Stavsberg;SN12320;29.12.2023 08:00;-5,4;2,5;3,3
Hamar - Stavsberg;SN12320;29.12.2023 09:00;-5,5;1,8;2,2
Hamar - Stavsberg;SN12320;29.12.2023 10:00;-5,6;1;1,3
Hamar - Stavsberg;SN12320;29.12.2023 11:00;-5,6;1,6;1,9
Hamar - Stavsberg;SN12320;29.12.2023 12:00;-5;1,1;1,7
Hamar - Stavsberg;SN12320;29.12.2023 13:00;-4,7;2;2,6
Hamar - Stavsberg;SN12320;29.12.2023 14:00;-4,8;2;2,6
Hamar - Stavsberg;SN12320;29.12.2023 15:00;-4,8;1,4;1,8
Hamar - Stavsberg;SN12320;29.12.2023 16:00;-4,6;1;1,4
Hamar - Stavsberg;SN12320;29.12.2023 17:00;-4,1;1,3;1,8
Hamar - Stavsberg;SN12320;29.12.2023 18:00;-3,6;1;2
Hamar - Stavsberg;SN12320;29.12.2023 19:00;-3,8;1,4;2
Hamar - Stavsberg;SN12320;29.12.2023 20:00;-3,8;0,8;1
Hamar - Stavsberg;SN12320;29.12.2023 21:00;-4,1;1,3;1,9
Hamar - Stavsberg;SN12320;29.12.2023 22:00;-3,7;1,4;2,2
Hamar - Stavsberg;SN12320;29.12.2023 23:00;-3,5;2;3,1
Hamar - Stavsberg;SN12320;30.12.2023 00:00;-3;2,5;3,6
Hamar - Stavsberg;SN12320;30.12.2023 01:00;-2,8;2,3;3,1
Hamar - Stavsberg;SN12320;30.12.2023 02:00;-3;2,5;3,5
Hamar - Stavsberg;SN12320;30.12.2023 03:00;-3,2;2,6;3,9
Hamar - Stavsberg;SN12320;30.12.2023 04:00;-2,8;2,4;3,2
Hamar - Stavsberg;SN12320;30.12.2023 05:00;-2,8;3,1;4,1
Hamar - Stavsberg;SN12320;30.12.2023 06:00;-2,6;3,2;3,7
Hamar - Stavsberg;SN12320;30.12.2023 07:00;-2,3;1,9;2,7
Hamar - Stavsberg;SN12320;30.12.2023 08:00;-2,6;1;1,9
Hamar - Stavsberg;SN12320;30.12.2023 09:00;-2,8;1,7;2,3
Hamar - Stavsberg;SN12320;30.12.2023 10:00;-2,6;2,2;3
Hamar - Stavsberg;SN12320;30.12.2023 11:00;-2,4;2;2,4
Hamar - Stavsberg;SN12320;30.12.2023 12:00;-2,3;1,4;2,1
Hamar - Stavsberg;SN12320;30.12.2023 13:00;-2,1;1,6;2,2
Hamar - Stavsberg;SN12320;30.12.2023 14:00;-2,1;1,8;2,6
Hamar - Stavsberg;SN12320;30.12.2023 15:00;-2,5;1,4;2,6
Hamar - Stavsberg;SN12320;30.12.2023 16:00;-2,8;1;1,5
Hamar - Stavsberg;SN12320;30.12.2023 17:00;-2,9;0,9;1,3
Hamar - Stavsberg;SN12320;30.12.2023 18:00;-2,9;1,2;2,1
Hamar - Stavsberg;SN12320;30.12.2023 19:00;-2,9;1,5;2,4
Hamar - Stavsberg;SN12320;30.12.2023 20:00;-3;1,8;3,2
Hamar - Stavsberg;SN12320;30.12.2023 21:00;-3;2,4;3,5
Hamar - Stavsberg;SN12320;30.12.2023 22:00;-3;2,3;3,5
Hamar - Stavsberg;SN12320;30.12.2023 23:00;-3,1;2,2;3,3
Hamar - Stavsberg;SN12320;31.12.2023 00:00;-3,3;2,4;4,1
Hamar - Stavsberg;SN12320;31.12.2023 01:00;-3,4;2,1;3,1
Hamar - Stavsberg;SN12320;31.12.2023 02:00;-3,7;2,4;3,9
Hamar - Stavsberg;SN12320;31.12.2023 03:00;-3,8;3,1;4,7
Hamar - Stavsberg;SN12320;31.12.2023 04:00;-3,9;3,1;5,2
Hamar - Stavsberg;SN12320;31.12.2023 05:00;-3,9;2,7;3,9
Hamar - Stavsberg;SN12320;31.12.2023 06:00;-4;2,7;4,5
Hamar - Stavsberg;SN12320;31.12.2023 07:00;-4;2,7;4,1
Hamar - Stavsberg;SN12320;31.12.2023 08:00;-4;2,9;4,3
Hamar - Stavsberg;SN12320;31.12.2023 09:00;-4,1;2,3;4,4
Hamar - Stavsberg;SN12320;31.12.2023 10:00;-4,1;2,6;4,4
Hamar - Stavsberg;SN12320;31.12.2023 11:00;-4,2;2,8;4
Hamar - Stavsberg;SN12320;31.12.2023 12:00;-4,1;2,1;4
Hamar - Stavsberg;SN12320;31.12.2023 13:00;-4,2;3,7;6,7
Hamar - Stavsberg;SN12320;31.12.2023 14:00;-4,4;3,5;7,4
Hamar - Stavsberg;SN12320;31.12.2023 15:00;-4,7;3,7;8
Hamar - Stavsberg;SN12320;31.12.2023 16:00;-5,3;5;8,9
Hamar - Stavsberg;SN12320;31.12.2023 17:00;-5,6;5;9,2
Hamar - Stavsberg;SN12320;31.12.2023 18:00;-6;5;9,5
Hamar - Stavsberg;SN12320;31.12.2023 19:00;-6,3;5,8;9,8
Hamar - Stavsberg;SN12320;31.12.2023 20:00;-6,3;5,6;9,1
Hamar - Stavsberg;SN12320;31.12.2023 21:00;-6,1;5,7;8
Hamar - Stavsberg;SN12320;31.12.2023 22:00;-6;5,2;8,5
Hamar - Stavsberg;SN12320;31.12.2023 23:00;-5,8;5,5;9,2
Hamar - Stavsberg;SN12320;01.01.2024 00:00;-5,8;5,7;9,4
Hamar - Stavsberg;SN12320;01.01.2024 01:00;-5,8;5,7;9,9
Hamar - Stavsberg;SN12320;01.01.2024 02:00;-5,9;7,9;12,8
Hamar - Stavsberg;SN12320;01.01.2024 03:00;-6,3;6,7;10,7
Hamar - Stavsberg;SN12320;01.01.2024 04:00;-6,4;5,6;8,9
Hamar - Stavsberg;SN12320;01.01.2024 05:00;-6,6;6,2;10,2
Hamar - Stavsberg;SN12320;01.01.2024 06:00;-6,7;6,5;11,8
Hamar - Stavsberg;SN12320;01.01.2024 07:00;-6,9;6,5;10,4
Hamar - Stavsberg;SN12320;01.01.2024 08:00;-6,9;6;9,1
Hamar - Stavsberg;SN12320;01.01.2024 09:00;-6,8;5,3;9,3
Hamar - Stavsberg;SN12320;01.01.2024 10:00;-6,8;5,7;9,4
Hamar - Stavsberg;SN12320;01.01.2024 11:00;-6,9;4,5;6,8
Hamar - Stavsberg;SN12320;01.01.2024 12:00;-6,8;5,4;8,7
Hamar - Stavsberg;SN12320;01.01.2024 13:00;-6,4;5,4;8,4
Hamar - Stavsberg;SN12320;01.01.2024 14:00;-6,3;5,9;8,8
Hamar - Stavsberg;SN12320;01.01.2024 15:00;-6,3;5,2;8,5
Hamar - Stavsberg;SN12320;01.01.2024 16:00;-6,2;5;8,4
Hamar - Stavsberg;SN12320;01.01.2024 17:00;-6,2;5;9,4
Hamar - Stavsberg;SN12320;01.01.2024 18:00;-6,3;6;9,4
Hamar - Stavsberg;SN12320;01.01.2024 19:00;-6,6;5,7;9,6
Hamar - Stavsberg;SN12320;01.01.2024 20:00;-7;5,7;8,6
Hamar - Stavsberg;SN12320;01.01.2024 21:00;-7;5;7,9
Hamar - Stavsberg;SN12320;01.01.2024 22:00;-7,1;5;7,2
Hamar - Stavsberg;SN12320;01.01.2024 23:00;-7,2;4,4;7,5
Hamar - Stavsberg;SN12320;02.01.2024 00:00;-7,5;4,6;7,4
Hamar - Stavsberg;SN12320;02.01.2024 01:00;-7,7;5,2;7,6
Hamar - Stavsberg;SN12320;02.01.2024 02:00;-7,9;4,8;6,3
Hamar - Stavsberg;SN12320;02.01.2024 03:00;-7,9;6;9,4
Hamar - Stavsberg;SN12320;02.01.2024 04:00;-8,2;6;8,6
Hamar - Stavsberg;SN12320;02.01.2024 05:00;-8,5;5;7,5
Hamar - Stavsberg;SN12320;02.01.2024 06:00;-8,6;4,4;7,6
Hamar - Stavsberg;SN12320;02.01.2024 07:00;-8,7;5,6;9,2
Hamar - Stavsberg;SN12320;02.01.2024 08:00;-8,8;5,9;9,2
Hamar - Stavsberg;SN12320;02.01.2024 09:00;-9,2;5,2;8,7
Hamar - Stavsberg;SN12320;02.01.2024 10:00;-9,6;5,7;8,6
Hamar - Stavsberg;SN12320;02.01.2024 11:00;-9,8;5,6;7,8
Hamar - Stavsberg;SN12320;02.01.2024 12:00;-9,8;5,3;8
Hamar - Stavsberg;SN12320;02.01.2024 13:00;-9,8;5,5;9,5
Hamar - Stavsberg;SN12320;02.01.2024 14:00;-9,7;5,1;8,1
Hamar - Stavsberg;SN12320;02.01.2024 15:00;-9,4;4,8;7,9
Hamar - Stavsberg;SN12320;02.01.2024 16:00;-9,3;4,6;7,4
Hamar - Stavsberg;SN12320;02.01.2024 17:00;-9,1;4,8;8,9
Hamar - Stavsberg;SN12320;02.01.2024 18:00;-9,2;5,8;9,4
Hamar - Stavsberg;SN12320;02.01.2024 19:00;-9,3;5,8;9,9
Hamar - Stavsberg;SN12320;02.01.2024 20:00;-9,3;5,5;9
Hamar - Stavsberg;SN12320;02.01.2024 21:00;-9,3;5,2;8
Hamar - Stavsberg;SN12320;02.01.2024 22:00;-9,4;5;7,2
Hamar - Stavsberg;SN12320;02.01.2024 23:00;-9,3;5,4;8,5
Hamar - Stavsberg;SN12320;03.01.2024 00:00;-9,4;5;7,7
Hamar - Stavsberg;SN12320;03.01.2024 01:00;-9,5;4,8;7,4
Hamar - Stavsberg;SN12320;03.01.2024 02:00;-9,5;4,8;7,3
Hamar - Stavsberg;SN12320;03.01.2024 03:00;-9,7;5,2;8,1
Hamar - Stavsberg;SN12320;03.01.2024 04:00;-9,7;4,2;7,1
Hamar - Stavsberg;SN12320;03.01.2024 05:00;-9,7;4,9;8,2
Hamar - Stavsberg;SN12320;03.01.2024 06:00;-9,9;5;8,3
Hamar - Stavsberg;SN12320;03.01.2024 07:00;-9,9;5;7,5
Hamar - Stavsberg;SN12320;03.01.2024 08:00;-10,1;4,8;7
Hamar - Stavsberg;SN12320;03.01.2024 09:00;-10,1;4,6;8,1
Hamar - Stavsberg;SN12320;03.01.2024 10:00;-10,2;4,6;7,9
Hamar - Stavsberg;SN12320;03.01.2024 11:00;-10,2;3,9;5,9
Hamar - Stavsberg;SN12320;03.01.2024 12:00;-10,1;3,9;5,9
Hamar - Stavsberg;SN12320;03.01.2024 13:00;-10,1;4,2;6,1
Hamar - Stavsberg;SN12320;03.01.2024 14:00;-10;4,1;7,4
Hamar - Stavsberg;SN12320;03.01.2024 15:00;-9,9;4,3;5,9
Hamar - Stavsberg;SN12320;03.01.2024 16:00;-9,9;3,8;7,4
Hamar - Stavsberg;SN12320;03.01.2024 17:00;-9,9;4,3;7,1
Hamar - Stavsberg;SN12320;03.01.2024 18:00;-9,9;4,5;6,8
Hamar - Stavsberg;SN12320;03.01.2024 19:00;-10;4,4;7
Hamar - Stavsberg;SN12320;03.01.2024 20:00;-10,1;4,8;8,1
Hamar - Stavsberg;SN12320;03.01.2024 21:00;-10,2;4,6;7,3
Hamar - Stavsberg;SN12320;03.01.2024 22:00;-10,2;3,7;6,1
Hamar - Stavsberg;SN12320;03.01.2024 23:00;-10,2;3,3;5,7
Hamar - Stavsberg;SN12320;04.01.2024 00:00;-10,2;3,7;5,8
Hamar - Stavsberg;SN12320;04.01.2024 01:00;-10,3;2,9;4,4
Hamar - Stavsberg;SN12320;04.01.2024 02:00;-10,4;2,7;3,9
Hamar - Stavsberg;SN12320;04.01.2024 03:00;-10,5;2,4;3,7
Hamar - Stavsberg;SN12320;04.01.2024 04:00;-10,7;2,5;3,7
Hamar - Stavsberg;SN12320;04.01.2024 05:00;-10,7;1,8;2,5
Hamar - Stavsberg;SN12320;04.01.2024 06:00;-11;2,3;3,6
Hamar - Stavsberg;SN12320;04.01.2024 07:00;-11;2,1;3,6
Hamar - Stavsberg;SN12320;04.01.2024 08:00;-11;2,4;3,8
Hamar - Stavsberg;SN12320;04.01.2024 09:00;-11,2;3;4,7
Hamar - Stavsberg;SN12320;04.01.2024 10:00;-11,6;3;4,2
Hamar - Stavsberg;SN12320;04.01.2024 11:00;-11,4;2,6;3,4
Hamar - Stavsberg;SN12320;04.01.2024 12:00;-11,4;2,6;3,7
Hamar - Stavsberg;SN12320;04.01.2024 13:00;-11,9;2,3;2,8
Hamar - Stavsberg;SN12320;04.01.2024 14:00;-12,7;2,1;3,4
Hamar - Stavsberg;SN12320;04.01.2024 15:00;-13,1;3;3,8
Hamar - Stavsberg;SN12320;04.01.2024 16:00;-13,9;3;3,7
Hamar - Stavsberg;SN12320;04.01.2024 17:00;-14,1;2,6;3,5
Hamar - Stavsberg;SN12320;04.01.2024 18:00;-14,4;2,3;2,9
Hamar - Stavsberg;SN12320;04.01.2024 19:00;-15,1;1,7;1,9
Hamar - Stavsberg;SN12320;04.01.2024 20:00;-15,4;1;1,5
Hamar - Stavsberg;SN12320;04.01.2024 21:00;-15,8;1,5;2,4
Hamar - Stavsberg;SN12320;04.01.2024 22:00;-16,1;1,4;3,5
Hamar - Stavsberg;SN12320;04.01.2024 23:00;-16,6;2,7;3,6
Hamar - Stavsberg;SN12320;05.01.2024 00:00;-17,5;3,3;4,5
Hamar - Stavsberg;SN12320;05.01.2024 01:00;-19;3,1;3,5
Hamar - Stavsberg;SN12320;05.01.2024 02:00;-19,7;2,4;3,1
Hamar - Stavsberg;SN12320;05.01.2024 03:00;-20,4;2,4;2,9
Hamar - Stavsberg;SN12320;05.01.2024 04:00;-21;2,1;2,3
Hamar - Stavsberg;SN12320;05.01.2024 05:00;-22,1;1,9;2,9
Hamar - Stavsberg;SN12320;05.01.2024 06:00;-22,7;2,7;3,6
Hamar - Stavsberg;SN12320;05.01.2024 07:00;-22,8;3;3,8
Hamar - Stavsberg;SN12320;05.01.2024 08:00;-23,4;2,1;2,9
Hamar - Stavsberg;SN12320;05.01.2024 09:00;-24,7;2,1;2,7
Hamar - Stavsberg;SN12320;05.01.2024 10:00;-25;2,2;2,7
Hamar - Stavsberg;SN12320;05.01.2024 11:00;-24;1,9;2,3
Hamar - Stavsberg;SN12320;05.01.2024 12:00;-23,9;1,4;1,3
Hamar - Stavsberg;SN12320;05.01.2024 13:00;-23,6;1;1,4
Hamar - Stavsberg;SN12320;05.01.2024 14:00;-22,4;1,2;1,4
Hamar - Stavsberg;SN12320;05.01.2024 15:00;-24;1,1;1,1
Hamar - Stavsberg;SN12320;05.01.2024 16:00;-24;0,9;1,6
Hamar - Stavsberg;SN12320;05.01.2024 17:00;-24,5;1,2;1,5
Hamar - Stavsberg;SN12320;05.01.2024 18:00;-25;1,3;1,8
Hamar - Stavsberg;SN12320;05.01.2024 19:00;-25,3;1,2;1,3
Hamar - Stavsberg;SN12320;05.01.2024 20:00;-25,7;1,2;1,6
Hamar - Stavsberg;SN12320;05.01.2024 21:00;-25,8;0,9;1,6
Hamar - Stavsberg;SN12320;05.01.2024 22:00;-26,3;1,2;1,7
Hamar - Stavsberg;SN12320;05.01.2024 23:00;-26;1,1;1,4
Hamar - Stavsberg;SN12320;06.01.2024 00:00;-25,8;1;1,7
Hamar - Stavsberg;SN12320;06.01.2024 01:00;-25,6;1,3;2
Hamar - Stavsberg;SN12320;06.01.2024 02:00;-26,1;0,9;1,4
Hamar - Stavsberg;SN12320;06.01.2024 03:00;-26,2;1,1;1,6
Hamar - Stavsberg;SN12320;06.01.2024 04:00;-25,2;1;1,7
Hamar - Stavsberg;SN12320;06.01.2024 05:00;-25,6;0,9;1,6
Hamar - Stavsberg;SN12320;06.01.2024 06:00;-24,9;1;1,4
Hamar - Stavsberg;SN12320;06.01.2024 07:00;-24,5;1;1,6
