Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (1 t);Høyeste middelvind (1 t);Høyeste vindkast (1 t)
Hamar - Stavsberg;SN12320;06.01.2024 08:00;-24,3;0,8;1,2
Hamar - Stavsberg;SN12320;06.01.2024 09:00;-24,3;0,9;1,1
Hamar - Stavsberg;SN12320;06.01.2024 10:00;-24;0,6;1
Hamar - Stavsberg;SN12320;06.01.2024 11:00;-23,5;0,8;1,4
Hamar - Stavsberg;SN12320;06.01.2024 12:00;-21,7;0,6;1,5
Hamar - Stavsberg;SN12320;06.01.2024 13:00;-20,7;0,8;1,5
Hamar - Stavsberg;SN12320;06.01.2024 14:00;-19,2;0,5;1,2
Hamar - Stavsberg;SN12320;06.01.2024 15:00;-20,1;0,6;0,9
Hamar - Stavsberg;SN12320;06.01.2024 16:00;-20,3;1;1,2
Sola;SN44560;12.12.2023 02:00;-;2,5;2,8
Sola;SN44560;12.12.2023 03:00;-;2,4;2,8
Sola;SN44560;12.12.2023 04:00;-;2,4;2,8
Sola;SN44560;12.12.2023 05:00;-;2,3;2,9
Sola;SN44560;12.12.2023 06:00;-;2,3;2,9
Sola;SN44560;12.12.2023 07:00;-;2,2;2,9
Sola;SN44560;12.12.2023 08:00;-;2,1;2,9
Sola;SN44560;12.12.2023 09:00;-;2,1;3
Sola;SN44560;16.12.2023 01:00;-;6,5;8,2
Sola;SN44560;16.12.2023 02:00;-;6,1;7,8
Sola;SN44560;16.12.2023 03:00;-;4,8;6,1
Sola;SN44560;16.12.2023 04:00;-;5,1;6,1
Sola;SN44560;16.12.2023 05:00;-;5,8;7,7
Sola;SN44560;16.12.2023 06:00;-;5,6;7,2
Sola;SN44560;16.12.2023 07:00;-;6,4;7,9
Sola;SN44560;16.12.2023 21:00;-;6,7;8
Sola;SN44560;16.12.2023 22:00;-;4,4;5,9
Sola;SN44560;16.12.2023 23:00;-;3,7;5,3
Sola;SN44560;17.12.2023 00:00;-;3,2;4
Sola;SN44560;17.12.2023 01:00;-;3,4;4,4
Sola;SN44560;17.12.2023 02:00;-;3,6;5,3
Sola;SN44560;17.12.2023 06:00;-;6,7;8,4
Sola;SN44560;17.12.2023 07:00;-;7,9;10
Sola;SN44560;17.12.2023 08:00;-;8;11
Sola;SN44560;17.12.2023 09:00;-;8,5;11,8
Sola;SN44560;17.12.2023 10:00;-;8;10,2
Sola;SN44560;17.12.2023 11:00;-;8,5;11
Sola;SN44560;17.12.2023 12:00;-;8,5;11,6
Sola;SN44560;17.12.2023 13:00;-;8,5;12,2
Sola;SN44560;17.12.2023 14:00;-;7,9;10,1
Sola;SN44560;17.12.2023 15:00;-;6,1;8,8
Sola;SN44560;17.12.2023 19:00;-;6,1;8,2
Sola;SN44560;17.12.2023 20:00;-;6,1;7,9
Sola;SN44560;17.12.2023 21:00;-;6,4;8,4
Sola;SN44560;17.12.2023 22:00;-;5,9;7,6
Sola;SN44560;17.12.2023 23:00;-;4,9;7,2
Sola;SN44560;18.12.2023 00:00;-;5,4;7,2
Sola;SN44560;18.12.2023 15:00;-;4,2;5,6
Sola;SN44560;18.12.2023 16:00;-;5,8;7,8
Sola;SN44560;18.12.2023 17:00;-;7,8;10
Sola;SN44560;18.12.2023 18:00;-;7,4;9,8
Sola;SN44560;18.12.2023 19:00;-;8;10,4
Sola;SN44560;18.12.2023 20:00;-;8,4;11,5
Sola;SN44560;18.12.2023 21:00;-;5,8;7,3
Sola;SN44560;18.12.2023 22:00;-;4,1;5,5
